"International Cricket Captain ",1998,"EMPIRE INTERACTIVE ENTERTAINMENT
","WINDOWS
"
"International Fighters ",2008,"ABACUS SOFTWARE INC.
","WINDOWS
"
"International Football ",1989,"D&H GAMES
","AMSTRAD CPC
COMMODORE 64
ZX SPECTRUM
"
"International Golf Pro ",2004,"OXYGEN INTERACTIVE
TREND REDAKTIONS- UND VERLAGSGESELLSCHAFT MBH
","PLAYSTATION 2
WINDOWS
"
"International Gran Prix ",1981,"RIVERBANK SOFTWARE INC.
","APPLE II
"
"International Hockey ",1985,"ADVANTAGE ARTWORX
ARTWORX SOFTWARE CO INC.
","APPLE II
COMMODORE 64
PC BOOTER
"
"International Ice Hockey ",1991,"IMPULZE
","AMIGA
ATARI ST
COMMODORE 64
"
"International Karate 2000 ",1999,"STUDIO 3 INTERACTIVE ENTERTAINMENT LTD.
","GAME BOY COLOR
"
"International Karate Advanced ",2001,"STUDIO 3 INTERACTIVE ENTERTAINMENT LTD.
","GAME BOY ADVANCE
"
"International League Soccer ",2001,"EON DIGITAL ENTERTAINMENT
","PLAYSTATION 2
"
"International Manager ",1986,"CULT GAMES
D&H GAMES
","AMSTRAD CPC
COMMODORE 64
ZX SPECTRUM
"
"International Moto X ",1996,"COCONUTS JAPAN ENTERTAINMENT CO. LTD.
RENEGADE SOFTWARE
WARNER INTERACTIVE ENTERTAINMENT LTD.
","DOS
PLAYSTATION
"
"International Ninja Rabbits ",1991,"MICROVALUE
","AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
DOS
ZX SPECTRUM
"
"International Open Golf Championship ",1993,"OCEAN SOFTWARE LTD.
","AMIGA
AMIGA CD32
DOS
"
"International Rally ",1999,"KONAMI CO. LTD.
","GAME BOY COLOR
"
"International Rally Championship ",1997,"EUROPRESS SOFTWARE LTD.
IMAGINEER CO. LTD.
INTERPLAY ENTERTAINMENT CORP.
THQ INC.
","PLAYSTATION
WINDOWS
"
"International Rugby ",1993,"DOMARK GROUP LTD.
","GENESIS
"
"International Rugby Challenge ",1993,"DOMARK SOFTWARE LTD.
SEGA OZISOFT PTY LTD.
","AMIGA
ATARI ST
DOS
"
"International Rugby League ",1996,"ELECTRONIC ARTS INC.
","DOS
WINDOWS
"
"International Rugby Simulator ",1988,"CODEMASTERS
","AMSTRAD CPC
ATARI ST
COMMODORE 64
ZX SPECTRUM
"
"International Sensible Soccer ",1994,"RENEGADE SOFTWARE
SONY IMAGESOFT
TELEGAMES INC.
","AMIGA
AMIGA CD32
DOS
GENESIS
JAGUAR
SNES
"
"International Soccer ",1994,"ZEPPELIN GAMES LIMITED
","AMIGA
DOS
"
"International Soccer ",1988,"MICRODEAL
","AMIGA
ATARI ST
"
"International Soccer ",1983,"COMMODORE ELECTRONICS LTD.
CRL GROUP PLC
HANDIC SOFTWARE AB
","COMMODORE 64
"
"International Soccer Challenge ",1990,"MICROSTYLE
","AMIGA
ATARI ST
DOS
"
"International Speedway ",1988,"SILVERBIRD SOFTWARE LTD.
","AMSTRAD CPC
COMMODORE 64
ZX SPECTRUM
"
"International Sports Challenge ",1992,"EMPIRE SOFTWARE
HARLEQUIN
PRISM LEISURE CORPORATION PLC
","AMIGA
ATARI ST
COMMODORE 64
DOS
"
"International Superstar Soccer ",1994,"KONAMI DEUTSCHLAND GMBH
KONAMI [AMERICA] INC.
","SNES
"
"International Superstar Soccer ",2000,"KONAMI CORPORATION
KONAMI OF EUROPE GMBH
","PLAYSTATION 2
"
"International Superstar Soccer ",1998,"KONAMI OF AMERICA INC.
","GAME BOY
"
"International Superstar Soccer 2 ",2002,"KONAMI DIGITAL ENTERTAINMENT GMBH
","GAMECUBE
PLAYSTATION 2
XBOX
"
"International Superstar Soccer 2000 ",2000,"KONAMI OF AMERICA INC.
","GAME BOY COLOR
"
"International Superstar Soccer 2000 ",2000,"KONAMI CO. LTD.
KONAMI OF EUROPE GMBH
KONAMI OF AMERICA INC.
","NINTENDO 64
PLAYSTATION
"
"International Superstar Soccer 3 ",2003,"KONAMI OF EUROPE GMBH
","GAMECUBE
PLAYSTATION 2
WINDOWS
"
"International Superstar Soccer 64 ",1997,"KONAMI CO. LTD.
KONAMI CORPORATION
KONAMI OF AMERICA INC.
","NINTENDO 64
"
"International Superstar Soccer 98 ",1998,"KONAMI CO. LTD.
KONAMI DEUTSCHLAND GMBH
KONAMI OF AMERICA INC.
","NINTENDO 64
PLAYSTATION
"
"International Superstar Soccer 99 ",1999,"KONAMI OF AMERICA INC.
","GAME BOY COLOR
"
"International Superstar Soccer Advance ",2001,"KONAMI OF EUROPE GMBH
KONAMI DIGITAL ENTERTAINMENT GMBH
","GAME BOY ADVANCE
"
"International Superstar Soccer Deluxe ",1995,"KONAMI CO. LTD.
KONAMI DEUTSCHLAND GMBH
KONAMI [AMERICA] INC.
TEC TOY IND?STRIA DE BRINQUEDOS S.A.
","GENESIS
PLAYSTATION
SNES
"
"International Tennis ",1992,"ZEPPELIN GAMES LIMITED
","AMIGA
AMSTRAD CPC
COMMODORE 64
DOS
ZX SPECTRUM
"
"International Tennis ",1985,"COMMODORE
","COMMODORE 64
"
"International Tennis Open ",1992,"INFOGRAMES MULTIMEDIA SA
PATH? INTERACTIVE
PHILIPS INT?RACTIVE M?DIA FRANCE
PHILIPS INTERACTIVE MEDIA INC.
","CD-I
DOS
MACINTOSH
WINDOWS
"
"International Tennis Tour ",1993,"MICRO WORLD
TAITO CORPORATION
","SNES
"
"International Test Cricket ",1995,"TORTYFOO SOFTWARE LIMITED
","WINDOWS
WINDOWS 3.X
"
"International Track & Field ",1996,"KONAMI CO. LTD.
KONAMI OF EUROPE GMBH
KONAMI DIGITAL ENTERTAINMENT GMBH
KONAMI [AMERICA] INC.
KONAMI DIGITAL ENTERTAINMENT INC.
","ANDROID
PLAYSTATION
PLAYSTATION 3
PSP
PS VITA
"
"International Track & Field 2000 ",1999,"KONAMI CORPORATION
KONAMI OF EUROPE GMBH
KONAMI OF AMERICA INC.
","NINTENDO 64
PLAYSTATION
"
"International Truck Racing ",1992,"ZEPPELIN GAMES LIMITED
","AMIGA
ATARI ST
COMMODORE 64
"
"Interphase ",1989,"IMAGE WORKS
","AMIGA
ATARI ST
DOS
"
"Interplanetary Voyage ",1973,"MAGNAVOX
","ODYSSEY
"
"Interplay 15th Anniversary ",1999,"INTERPLAY ENTERTAINMENT CORP.
","DOS
WINDOWS
WINDOWS 3.X
"
"Interplay All-Nighter Anthology no. 2 ",1996,"INTERPLAY ENTERTAINMENT CORP.
","DOS
WINDOWS 3.X
"
"Interplay's 10 Year Anthology ",1993,"INTERPLAY PRODUCTIONS INC.
INTERPLAY PRODUCTIONS LTD.
","DOS
"
"Interplay's Classic Collection ",1997,"INTERPLAY ENTERTAINMENT CORP.
","DOS
WINDOWS 3.X
"
"Interplay Sports Baseball 2000 ",1999,"INTERPLAY PRODUCTIONS INC.
INTERPLAY ENTERTAINMENT CORP.
","PLAYSTATION
WINDOWS
"
"Interpol ",2000,"UNKNOWN PUBLISHER{S}
","ODYSSEY 2
"
"Interpol 2: Most Wanted ",2008,"BIG FISH GAMES INC
MICRO APPLICATION
S.A.
","WINDOWS
"
"Interpol: The Trail of Dr. Chaos ",2007,"MICROSOFT GAME STUDIOS
TIKGAMES
LLC
","MACINTOSH
WINDOWS
XBOX 360
"
"Interpose ",1996,"KATZ MEDIA AS
WEBFOOT TECHNOLOGIES INC.
","DOS
"
"Interstate '76 ",1997,"ACTIVISION INC.
","WINDOWS
"
"The Interstate '76 Arsenal ",1998,"ACTIVISION INC.
ACTIVISION PUBLISHING INC.
","WINDOWS
"
"Interstate '76: Nitro Pack ",1998,"ACTIVISION PUBLISHING INC.
ACTIVISION INC.
","WINDOWS
"
"Interstate '76: Nitro Riders ",1998,"ACTIVISION INC.
","WINDOWS
"
"Interstate '82 ",1999,"ACTIVISION DEUTSCHLAND GMBH
ACTIVISION INC.
ACTIVISION PUBLISHING INC.
","WINDOWS
"
"Interstellar Trader 2 ",2003,"SHRAPNEL GAMES INC.
","WINDOWS
"
"Inter-Stellar Wars ",1993,"H/M SOFTWARE
","DOS
"
"In the 1st Degree ",1995,"BR?DERBUND SOFTWARE INC.
","MACINTOSH
WINDOWS 3.X
"
"In the Days of Knights & Kings ",1989,"ENTREX SOFTWARE INC.
","DOS
"
"In the Dead of Night ",1994,"TRECISION S.P.A.
","AMIGA
DOS
"
"In the Hall of the Mountain King ",1983,"TANDY CORPORATION
","TRS-80
"
"In the Hunt ",1993,"IMAGINEER CO. LTD.
IREM CORP.
KOKOPELI DIGITAL STUDIOS
XING ENTERTAINMENT
","ARCADE
PLAYSTATION
SEGA SATURN
WINDOWS
"
"In the Line of Duty: Firefighter ",2000,"ACTIVISION VALUE PUBLISHING INC.
","WINDOWS
"
"In the Pit ",2008,"STUDIO HUNTY
","XBOX 360
"
"In The Psychic City ",1984,"HOT-B CO. LTD.
","FM-7
PC-88
"
"In the Round ",2000,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"Intifada ",1989,"UNKNOWN PUBLISHER{S}
","DOS
"
"Into the Eagle's Nest ",1986,"ATARI CORPORATION
MINDSCAPE INC.
PANDORA
SMASH 16
","AMIGA
AMSTRAD CPC
APPLE II
ATARI 8-BIT
ATARI ST
COMMODORE 64
DOS
ZX SPECTRUM
"
"Into the Sun: Projected Distruction ",1995,"C&M ENTERTAINMENT CO.
","DOS
"
"Into the Void ",1997,"PLAYMATES INTERACTIVE ENTERTAINMENT INC.
","DOS
"
"Intrepid ",1983,"NOVA GAMES LTD.
","ARCADE
"
"Intrigue! ",1986,"MIRRORSOFT LTD.
SPECTRUM HOLOBYTE INC.
","APPLE II
COMMODORE 64
"
"Intrigue At Oakhaven Plantation ",2006,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"The Introversion Anthology ",2007,"INTROVERSION SOFTWARE LIMITED
","WINDOWS
"
"Intruder ",1989,"UBI SOFT ENTERTAINMENT SOFTWARE
","ATARI ST
"
"Intruder: Sakura Yashiki no Tansaku ",1989,"ALICE SOFT
","MSX
PC-88
"
"Intrusion 2 ",2012,"VALVE CORPORATION
","LINUX
WINDOWS
"
"Inucla No Classical ",1998,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"InuYasha: A Feudal Fairy Tale ",2002,"BANDAI AMERICA INC.
BANDAI CO. LTD.
","PLAYSTATION
"
"InuYasha: Secret of the Divine Jewel ",2007,"NAMCO BANDAI GAMES AMERICA INC.
","NINTENDO DS
"
"InuYasha: The Secret of the Cursed Mask ",2004,"BANDAI AMERICA INC.
BANDAI CO. LTD.
","PLAYSTATION 2
"
"INV ",1998,"HOZER VIDEO GAMES
","ATARI 2600
"
"INV+ ",2004,"ATARIAGE
","ATARI 2600
"
"Invader ",2002,"XICAT INTERACTIVE INC.
","GAME BOY ADVANCE
"
"Invader Attack ",2010,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"Invader Force ",1981,"PROGRAM POWER
","ATOM
"
"Invaders ",1991,"BUDGIE UK
","ATARI ST
"
"Invaders ",1981,"BUG-BYTE SOFTWARE LTD.
","ZX81
"
"Invaders ",1982,"ARTIC COMPUTING LTD
","ZX SPECTRUM
"
"Invaders 1978 ",1996,"UNKNOWN PUBLISHER{S}
","DOS
"
"Invaders 95 ",1995,"NANZARTS L.L.C.
","WINDOWS
"
"Invaders Addition ",1982,"COMM*DATA SOFTWARE HOUSE INC.
","VIC-20
"
"Invaders: Corruption ",2010,"UNKNOWN PUBLISHER{S}
","MACINTOSH
WINDOWS
"
"Invaders from Hyperspace! ",1979,"MAGNAVOX
PHILIPS DO BRASIL LTDA.
","ODYSSEY 2
"
"Invaders From Neptune! ",2000,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"Invaders of the Lost Tomb ",1985,"ARIOLASOFT UK
SPINNAKER SOFTWARE CORPORATION
","COMMODORE 64
"
"Invaders Possibly from Space ",2009,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"The Invaders: Space Invaders 1500 ",2001,"D3PUBLISHER INC.
","PLAYSTATION
"
"Invasion ",2008,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"Invasion ",1972,"MAGNAVOX
","ODYSSEY
"
"Invasion ",1987,"MASTERTRONIC LTD.
","AMSTRAD CPC
ATARI 8-BIT
COMMODORE 64
MSX
ZX SPECTRUM
"
"Invasion Deutschland ",2000,"DAVILEX GAMES B.V.
","WINDOWS
"
"Invasion Force ",1982,"ARTIC COMPUTING LTD
RESTON PUBLISHING COMPANY INC.
","ZX81
ZX SPECTRUM
"
"Invasion Force ",1979,"TANDY CORPORATION
","TRS-80
"
"Invasion from Beyond ",1998,"GT INTERACTIVE SOFTWARE CORP.
GT INTERACTIVE SOFTWARE EUROPE LTD.
","PLAYSTATION
"
"Invasion of the Giant Planet Eating Bacteria From Outer Space ",2011,"UNKNOWN PUBLISHER{S}
","BROWSER
"
"Invasion of the Mutants ",2011,"DAVEWORLD INC.
","IPAD
IPHONE
"
"Invasion of the Mutant Space Bats of Doom ",1995,"POP SOFTWARE
","DOS
"
"Invasion Orion ",1979,"AUTOMATED SIMULATIONS INC.
","APPLE II
ATARI 8-BIT
COMMODORE PET/CBM
TRS-80
"
"Inva-taxi ",1994,"UNKNOWN PUBLISHER{S}
","DOS
"
"Inventor Labs ",1996,"HOUGHTON MIFFLIN INTERACTIVE CORPORATION
","WINDOWS
"
"Inversion ",2012,"NAMCO BANDAI GAMES AMERICA INC.
","PLAYSTATION 3
WINDOWS
XBOX 360
"
"Inve$t ",1990,"SOFTGOLD COMPUTERSPIELE GMBH
STARBYTE SOFTWARE
","AMIGA
ATARI ST
COMMODORE 64
DOS
"
"Invictus: In the Shadow of Olympus ",2000,"INTERPLAY ENTERTAINMENT CORP.
","WINDOWS
"
"The Invincible Iron Man ",2002,"ACTIVISION PUBLISHING INC.
","GAME BOY ADVANCE
"
"Invincible Island Remake ",2005,"DOCK TOWER
","WINDOWS
"
"Invincible Tiger ",2009,"NAMCO BANDAI GAMES AMERICA INC.
","PLAYSTATION 3
XBOX 360
"
"Invitation ",1987,"LORICIELS
","AMSTRAD CPC
"
"Inwestor ",1996,"SEVEN STARS MULTIMEDIA
","DOS
"
"IO ",2007,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"IO ",1988,"FIREBIRD SOFTWARE LTD.
","COMMODORE 64
"
"I of the Dragon ",2002,"AKELLA
DEEP SILVER
STRATEGY FIRST INC.
","WINDOWS
"
"Ion Assault ",2009,"BITCOMPOSER GAMES GMBH
BLACK INC.
","WINDOWS
XBOX 360
"
"I.O. Silver ",1984,"BEAGLE BROS SOFTWARE
","APPLE II
"
"iPanzer'44 ",1998,"INTERACTIVE MAGIC LTD.
","WINDOWS
"
"iPentris ",2008,"RAREBYTE
","IPHONE
"
"I Play: 3-D Soccer ",1991,"SIMULMONDO
","AMIGA
ATARI ST
COMMODORE 64
"
"I Play: 3D Tennis ",1992,"SIMULMONDO
","AMIGA
COMMODORE 64
DOS
"
"I Play: Football Champ. ",1991,"SIMULMONDO
","COMMODORE 64
"
"iPlay for Macintosh ",1997,"AZTECH NEW MEDIA CORP.
","MACINTOSH
"
"Ippatsu Jang! ",1995,"MAY-BE SOFT
","PC-98
"
"IQ Game ",2009,"QTGEARS
","LINUX
WINDOWS
"
"I.Q Mania ",2006,"SONY COMPUTER ENTERTAINMENT INCORPORATED
","PSP
"
"IQ Master ",1992,"ASF S.C.
","ATARI 8-BIT
DOS
"
"IQ Panic ",1992,"IGS CORP.
","TURBOGRAFX CD
"
"I.Q. Remix+: Intelligent Qube ",2000,"SONY COMPUTER ENTERTAINMENT INCORPORATED
","PLAYSTATION 2
"
"iRacing ",2008,"IRACING.COM MOTORSPORT SIMULATIONS
LLC
","WINDOWS
"
"Irekae Maho-chan ",2010,"ITL CO. LTD.
","XBOX 360
"
"The Irem Skins Game ",1992,"IREM AMERICA CORP.
","ARCADE
SNES
"
"Irides: Master of Blocks ",2009,"GOAT STORE
LLC
THE
","DREAMCAST
"
"Iridion 3D ",2001,"MAJESCO SALES INC.
THQ INC.
","GAME BOY ADVANCE
"
"Iridion II ",2003,"MAJESCO SALES INC.
VIVENDI UNIVERSAL GAMES INC.
","GAME BOY ADVANCE
"
"Iridis Alpha ",1986,"HEWSON CONSULTANTS LTD.
","COMMODORE 64
"
"Iridium Runners ",2008,"SOUTHPEAK INTERACTIVE
LLC
SOUTHPEAK INTERACTIVE LTD
","PLAYSTATION 2
"
"Iridon ",1987,"KINGSOFT GMBH
","AMIGA
"
"Iris Tei Serenade ",1992,"AGUMIX
","PC-98
"
"Irium ",1993,"ORANGE HOUSE
","FM TOWNS
PC-98
"
"I, Robot ",1984,"ATARI INC.
","ARCADE
"
"iRoll ",2006,"LIKE DYNAMITE GMBH
PLAYLAND VIRTUAL GAMES FONDS GMBH
","WINDOWS
"
"Iron Aces ",2000,"GLOBAL A ENTERTAINMENT
XICAT INTERACTIVE INC.
","DREAMCAST
"
"Iron Aces 2: Birds of Prey ",2001,"KADOKAWA SHOTEN
XICAT INTERACTIVE INC.
","PLAYSTATION 2
"
"Iron Aces: Heroes of WWII ",2006,"EVOLVED GAMES
","WINDOWS
"
"Iron Angel of the Apocalypse ",1994,"SYNERGY INTERACTIVE CORP.
","3DO
"
"Iron Angel of the Apocalypse: The Return ",1995,"SYNERGY INC.
SYNERGY INTERACTIVE CORP.
","3DO
WINDOWS
"
"Iron Assault ",1995,"VIRGIN GAMES LTD.
VIRGIN INTERACTIVE ENTERTAINMENT [EUROPE] LTD.
","DOS
"
"Iron Blood ",1996,"EXPERT SOFTWARE INC.
MICROFORUM INTERNATIONAL
","DOS
"
"Iron & Blood: Warriors of Ravenloft ",1996,"ACCLAIM ENTERTAINMENT INC.
","DOS
PLAYSTATION
"
"Iron Brigade ",2012,"MICROSOFT STUDIOS
","WINDOWS
"
"Iron Brigade ",2011,"MICROSOFT STUDIOS
","XBOX 360
"
"Iron Brigade: Rise of the Martian Bear ",2012,"MICROSOFT STUDIOS
","XBOX 360
"
"Iron Chef ",2006,"PHOENIX GAMES B.V.
","WINDOWS
"
"Iron Chef America: Supreme Cuisine ",2008,"DESTINEER
","NINTENDO DS
WII
"
"Ironclad ",1996,"D4 ENTERPRISE INC.
SAURUS CO. LTD.
","NEO GEO CD
WII
"
"Iron Commando: Kotetsu no Senshi ",1995,"POPPO CO. LTD.
","SNES
"
"Iron Cross ",1994,"NEW WORLD COMPUTING INC.
","DOS
"
"Iron Fist ",2005,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"Iron Front: Liberation 1944 ",2012,"DEEP SILVER
","WINDOWS
"
"Iron Grip: Marauders ",2013,"ISOTX
","BROWSER
"
"Iron Grip: Warlord ",2008,"ISOTX
","WINDOWS
"
"Iron Helix ",1993,"SPECTRUM HOLOBYTE INC.
","MACINTOSH
SEGA CD
WINDOWS 3.X
"
"The Iron Horse ",2010,"APPSTAR GAMES INC.
","IPAD
IPHONE
"
"Iron Lord ",1989,"ACTION SIXTEEN
UBI SOFT ENTERTAINMENT SOFTWARE
","ACORN 32-BIT
AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
DOS
ZX SPECTRUM
"
"Iron Man ",2008,"SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","PLAYSTATION 2
PSP
WII
WINDOWS
"
"Iron Man ",2008,"SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","NINTENDO DS
"
"Iron Man ",2008,"SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","PLAYSTATION 3
XBOX 360
"
"Iron Man 2 ",2010,"SEGA OF AMERICA INC.
","NINTENDO DS
"
"Iron Man / X-O Manowar in Heavy Metal ",1996,"ACCLAIM ENTERTAINMENT INC.
ACCLAIM JAPAN LTD.
","DOS
GAME BOY
GAME GEAR
PLAYSTATION
SEGA SATURN
"
"Iron Phoenix ",2005,"SEGA OF AMERICA INC.
","XBOX
"
"Iron Roses ",2010,"ANARCHY ENTERPRISES
SANDLOT GAMES
","WINDOWS
"
"Iron Seed ",1994,"CHANNEL 7
","DOS
"
"Iron Sight ",2009,"POLARBIT AB
","ANDROID
BADA
IPHONE
SYMBIAN
ZEEBO
"
"Iron Sky: Invasion ",2012,"TOPWARE INTERACTIVE AG
TOPWARE INTERACTIVE GMBH
","ANDROID
IPAD
IPHONE
MACINTOSH
WINDOWS
"
"Iron Sky: Invasion - Meteorblitzkrieg ",2013,"TOPWARE INTERACTIVE
","MACINTOSH
WINDOWS
"
"Iron Sky: Invasion - The Second Fleet ",2013,"TOPWARE INTERACTIVE GMBH
","MACINTOSH
WINDOWS
"
"Iron Soldier ",1994,"ATARI CORPORATION
","JAGUAR
"
"Iron Soldier 2 ",1997,"ATARI CORPORATION
TELEGAMES INC.
","JAGUAR
"
"Iron Soldier 3 ",2000,"TELEGAMES INC.
VATICAL ENTERTAINMENT LLC
VM LABS INC.
","NUON
PLAYSTATION
"
"Iron Storm ",2002,"DREAMCATCHER INTERACTIVE INC.
MC2 FRANCE
MC2-MICRO?DS
MICRO?DS
WANADOO EDITION
","WINDOWS
"
"Iron Storm ",1996,"WORKING DESIGNS
","SEGA SATURN
"
"IronSword: Wizards & Warriors II ",1988,"ACCLAIM ENTERTAINMENT INC.
","NES
"
"Iron Tank: The Invasion of Normandy ",1988,"SNK ELECTRONICS CORP.
SNK CORPORATION OF AMERICA
","NES
"
"Iron Trackers ",1989,"MICRO?DS
","AMIGA
AMSTRAD CPC
ATARI ST
DOS
"
"Iron Warriors: T72 - Tank Command ",2004,"BATTLEFRONT.COM INC.
BLACK BEAN GAMES
IDDK GROUP
STRATEGY FIRST INC.
","WINDOWS
"
"ir/rational Redux ",2012,"UNKNOWN PUBLISHER{S}
","BROWSER
"
"Irritating Stick ",1998,"JALECO USA INC.
SAURUS CO. LTD.
","PLAYSTATION
"
"...Iru! ",1998,"TAKARA CO. LTD.
","PLAYSTATION
"
"Irukandji ",2009,"CHARLIE'S GAMES
","LINUX
MACINTOSH
WINDOWS
"
"iRunner ",2011,"DROIDHEN
","ANDROID
"
"Isaku ",1995,"ELF CO. LTD.
","PC-98
"
"i saw her standing there ",2012,"KRANGGAMES
","BROWSER
"
"Ishar 2: Messengers of Doom ",1993,"SILMARILS
","AMIGA
ATARI ST
DOS
"
"Ishar 3: The Seven Gates of Infinity ",1994,"SILMARILS
","AMIGA
ATARI ST
DOS
WINDOWS
"
"Ishar Compilation ",2009,"DOTEMU SAS
","WINDOWS
"
"Ishar + Ishar 2 ",2009,"DOTEMU SAS
","WINDOWS
"
"Ishar: Legend of the Fortress ",1992,"SILMARILS
","AMIGA
ATARI ST
DOS
"
"Ishar Trilogy ",1995,"SILMARILS
","AMIGA
ATARI ST
DOS
"
"Ishido: The Way of Stones ",1990,"ACCOLADE INC.
ASCII CORPORATION
FUJITSU INTERACTIVE
HIRO CO. LTD.
NEXOFT CORPORATION
PUBLISHING INTERNATIONAL
","AMIGA
DOS
FM TOWNS
GAME BOY
GENESIS
LYNX
MACINTOSH
NES
SHARP X68000
"
"Ishii Hisaichi no Daiseikai ",1994,"SEGA ENTERPRISES LTD.
","SEGA CD
"
"Ishin no Arashi ",1988,"KOEI CO. LTD.
","FM-7
FM TOWNS
MSX
NES
PC-88
PC-98
PLAYSTATION
SEGA SATURN
SHARP X68000
"
"Isin-Densin Zero ",1999,"GRAFIX DIGITAL GARDEN
","WINDOWS
"
"Isis ",1994,"PANASONIC INTERACTIVE MEDIA
","MACINTOSH
WINDOWS
WINDOWS 3.X
"
"Iskib ",1989,"COMPUTE! PUBLICATIONS INC.
","DOS
"
"The Island: Castaway ",2010,"AWEM STUDIO
G5 ENTERTAINMENT AB
","ANDROID
IPAD
IPHONE
MACINTOSH
WINDOWS
"
"Island Hopper ",1998,"PLBM GAMES
","DOS
PALM OS
"
"The Island of Dr. Brain ",1992,"SIERRA ON-LINE INC.
","DOS
"
"The Island of Dr. Destructo ",1987,"MASTERTRONIC LTD.
","AMSTRAD CPC
COMMODORE 64
ZX SPECTRUM
"
"The Island of Lost Hope ",1989,"DIGITAL CONCEPTS
","AMIGA
"
"Island of Secrets ",1984,"USBORNE PUBLISHING LTD.
","APPLE II
BBC MICRO
COMMODORE 64
COMMODORE PET/CBM
ELECTRON
TRS-80
VIC-20
ZX SPECTRUM
"
"Island Peril ",1995,"ATLANTEAN INTERACTIVE GAMES
","DOS
"
"Island Realms ",2009,"ALAWAR ENTERTAINMENT INC.
","WINDOWS
"
"Islands of Danger! ",1991,"CARR SOFTWARE
","DOS
"
"Islands of Diamonds ",2012,"HAPPYMONITOR GAMES STUDIO
","IPAD
IPHONE
"
"Island Strike: The Ultimate Conflict ",1996,"STOSSER SOFTWARE
","ATARI ST
"
"Island: The Lost Medallion ",2010,"BIG FISH GAMES INC
SPECIALBIT
","IPAD
IPHONE
WINDOWS
"
"Island Wars 2 ",2004,"BETACOM [UK] S.A.
BIG FISH GAMES INC
INTERACTION STUDIOS
","ANDROID
IPAD
IPHONE
MACINTOSH
WINDOWS
"
"Island Xtreme Stunts ",2002,"ELECTRONIC ARTS INC.
ELECTRONIC ARTS LTDA.
LEGO MEDIA INTERNATIONAL INC.
","PLAYSTATION 2
WINDOWS
"
"Isle of the Dead ",1993,"MERIT STUDIOS [EUROPE] LIMITED
MERIT SOFTWARE
","DOS
"
"Isles of Derek ",2003,"VIRTUE CREATIONS
","WINDOWS
"
"Isoball ",2010,"ZATTIKKA LTD.
","ANDROID
IPAD
IPHONE
"
"Isolated Warrior ",1991,"NTV INTERNATIONAL CORPORATION
VAP INC.
","NES
"
"Isoleur ",1985,"SPRITES
","AMSTRAD CPC
"
"Isometric Bomber ",1999,"STRATOS
ASOCIACION DE DESARROLLADORES
","DOS
"
"Isora / Loops DX ",2010,"GR8 SOFTWARE
","ATARI 8-BIT
"
"I Spy ",2001,"UNKNOWN PUBLISHER{S}
","DOS
WINDOWS
"
"I Spy Fantasy ",2003,"SCHOLASTIC INC.
","MACINTOSH
WINDOWS
"
"I Spy Fun House ",2007,"SCHOLASTIC INC.
","MACINTOSH
NINTENDO DS
WINDOWS
"
"I Spy II ",2001,"AGAGAMES.COM
","DOS
WINDOWS
"
"I Spy Junior ",1999,"SCHOLASTIC INC.
","MACINTOSH
WINDOWS
"
"I Spy Junior: Puppet Playhouse ",2000,"SCHOLASTIC INC.
","MACINTOSH
WINDOWS
"
"I Spy Mystery ",2006,"SCHOLASTIC INC.
","MACINTOSH
WINDOWS
"
"I Spy Spooky Mansion ",1999,"SCHOLASTIC INC.
","MACINTOSH
WINDOWS
"
"I Spy Spooky Mansion Deluxe ",2005,"SCHOLASTIC INC.
","MACINTOSH
WINDOWS
"
"I Spy Treasure Hunt ",2001,"SCHOLASTIC INC.
","MACINTOSH
WINDOWS
"
"ISS Pro Evolution ",1999,"KONAMI OF EUROPE GMBH
KONAMI OF AMERICA INC.
","PLAYSTATION
"
"ISS Pro Evolution 2 ",2001,"KONAMI CORPORATION
","PLAYSTATION
"
"Issural: The Story of Calvan ",1988,"FREEDOM SOFT
","SHARP X1
"
"Istanbul Efsaneleri: Lale Savas?ilari ",1994,"RAKS NEWMEDIA
SILICONWORX SOFTWARE
","AMIGA
DOS
"
"Istiden ",2002,"PAN VISION AB
","WINDOWS
"
"iStunt ",2009,"PROFUSION STUDIOS
","IPHONE
"
"Itadaki Street 2: Neon Sign wa Bara-iro ni ",1994,"ENIX CORPORATION
","SNES
"
"Itadaki Street 3: Okuman Choja ni Shite Ageru! - Katei Kyoshi Tsuki! ",2002,"ENIX CORPORATION
","PLAYSTATION 2
"
"Itadaki Street DS ",2007,"SQUARE ENIX CO. LTD.
","NINTENDO DS
"
"Itadaki Street: Gorgeous King ",1998,"ENIX CORPORATION
","PLAYSTATION
"
